City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,oranjemund,-28.55,16.4333,17.46,79,0,3.08,NA,1697584524
364,katsuren-haebaru,26.3369,127.8719,24.01,64,0,1.54,JP,1697584524
365,whitecourt,54.1502,-115.6855,14.58,51,20,1.54,CA,1697584524
366,walvis bay,-22.9575,14.5053,15.05,94,67,3.24,NA,1697584525
367,grand-bassam,5.2118,-3.7388,24.98,90,59,2.08,CI,1697584525
368,lubang,13.8584,120.124,28.04,79,20,9.45,PH,1697584525
369,mantua,45.1667,10.7833,12.58,78,100,1.79,IT,1697584525
370,paramonga,-10.6667,-77.8333,19.85,85,49,4.39,PE,1697584526
371,kingscliff,-28.2667,153.5667,20.89,60,75,5.66,AU,1697584526
372,pont rouge,48.8833,-72.0825,5.16,71,40,1.01,CA,1697584526
373,callao,-12.0667,-77.15,23.18,73,20,7.2,PE,1697584269
374,ostersund,63.1792,14.6357,0.9,100,100,1.34,SE,1697584527
375,massawa,15.6097,39.45,30.95,66,87,2.92,ER,1697584527
376,la'ie,21.6477,-157.9253,31.98,68,0,4.02,US,1697584529
377,potrerillos,15.2333,-87.9667,26.9,94,100,0.49,HN,1697584530
378,malangali,-8.5667,34.85,18.37,74,49,3.49,TZ,1697584531
379,tazovsky,67.4667,78.7,3.61,98,100,6.49,RU,1697584276
380,acapulco de juarez,16.8634,-99.8901,28.9,79,100,4.12,MX,1697584388
381,chrysoupolis,40.9856,24.6939,13.83,72,100,2.12,GR,1697584532
382,progreso,21.2833,-89.6667,27.06,54,92,4.43,MX,1697584532
383,talcahuano,-36.7167,-73.1167,14.82,67,0,3.6,CL,1697584532
384,yaren,-0.5472,166.916,28.44,77,94,8.65,NR,1697584533
385,paka,4.6374,103.4368,25.96,94,20,0.0,MY,1697584533
386,zholymbet,51.7433,71.7122,9.41,78,2,3.11,KZ,1697584533
387,yayva,59.3303,57.2641,5.89,63,79,7.04,RU,1697584533
388,wenchang,30.904,118.4887,16.4,66,0,1.82,CN,1697584534
389,lobito,-12.3481,13.5456,23.12,83,81,2.54,AO,1697584534
390,maricopa,33.0581,-112.0476,38.3,13,0,3.09,US,1697584492
391,waingapu,-9.6567,120.2641,26.61,72,21,4.48,ID,1697584514
392,strelka,58.0728,93.0344,3.93,94,85,0.73,RU,1697584535
393,hadibu,12.65,54.0333,27.04,73,5,2.48,YE,1697584535
394,itaituba,-4.2761,-55.9836,24.19,87,82,0.68,BR,1697584535
395,qarazhal,48.0078,70.7903,8.35,43,20,3.19,KZ,1697584535
396,anna regina,7.2644,-58.5077,27.94,76,6,3.93,GY,1697584536
397,shenjiamen,29.9576,122.298,20.56,63,0,4.37,CN,1697584536
398,palanga,55.9175,21.0686,11.01,82,75,4.63,LT,1697584536
399,paita,-5.0892,-81.1144,21.3,79,27,7.98,PE,1697584537
400,yuzhno-kurilsk,44.0306,145.8556,10.76,75,79,10.49,RU,1697584537
401,kavieng,-2.5744,150.7967,28.76,70,80,1.7,PG,1697584538
402,omaruru,-21.4333,15.9333,18.67,43,4,1.74,NA,1697584538
403,constitucion,-35.3333,-72.4167,11.94,73,1,0.37,CL,1697584452
404,remire-montjoly,4.9167,-52.2667,27.02,83,0,1.54,GF,1697584539
405,reggane,26.7158,0.1714,27.18,17,6,1.51,DZ,1697584539
406,as sulayyil,20.4607,45.5779,24.14,18,0,2.86,SA,1697584416
407,znamenskoye,57.1281,73.8282,10.56,88,14,2.51,RU,1697584540
408,north bend,43.4065,-124.2243,18.81,77,0,2.06,US,1697584443
409,eraan,9.0629,117.7016,26.8,88,76,1.35,PH,1697584540
410,key west,24.5557,-81.7826,23.0,60,40,7.72,US,1697584540
411,richards bay,-28.783,32.0377,17.6,89,78,2.77,ZA,1697584541
412,nosy varika,-20.5833,48.5333,23.05,94,97,3.55,MG,1697584541
413,san pedro pochutla,15.7333,-96.4667,31.84,74,95,2.62,MX,1697584541
414,alterosa,-21.2492,-46.1431,25.32,46,89,0.79,BR,1697584541
415,broken hill,-31.95,141.4333,18.28,28,0,5.56,AU,1697584542
416,sandnessjoen,66.0217,12.6316,4.12,70,40,1.54,NO,1697584542
417,isola di capo rizzuto,38.96,17.0933,17.32,80,64,5.09,IT,1697584542
418,dizangue,3.7667,9.9833,25.64,96,100,1.06,CM,1697584542
419,medianeira,-25.2953,-54.0939,20.11,93,93,5.75,BR,1697584542
420,mpika,-11.8343,31.4529,17.14,92,100,0.63,ZM,1697584543
421,berezovyy,51.6667,135.7,3.26,89,100,0.88,RU,1697584543
422,wuhai,39.6647,106.8122,7.61,38,69,0.76,CN,1697584543
423,canguaretama,-6.38,-35.1289,24.57,70,78,6.52,BR,1697584543
424,chinchilla,-26.75,150.6333,21.69,43,0,6.1,AU,1697584543
425,kenora,49.8167,-94.4337,14.54,58,75,2.06,CA,1697584544
426,talitsy,56.5289,42.3344,2.74,91,100,5.64,RU,1697584544
427,konskie,51.1917,20.4061,5.69,68,9,1.73,PL,1697584545
428,suifenhe,44.4,131.1667,6.99,47,100,1.82,CN,1697584545
429,roxas,11.5853,122.7511,25.64,80,84,3.07,PH,1697584546
430,taulaga,-11.0553,-171.0883,27.65,79,31,5.99,AS,1697584547
431,alesund,62.4723,6.1549,8.2,88,100,3.09,NO,1697584547
432,carnarvon,-24.8667,113.6333,22.4,43,0,8.62,AU,1697584548
433,jebba,9.1333,4.8333,26.77,80,86,1.64,NG,1697584548
434,johi,26.6921,67.6133,25.33,45,23,3.89,PK,1697584548
435,tutayev,57.8853,39.5406,5.53,92,100,5.23,RU,1697584549
436,kanniyakumari,8.0833,77.5667,25.77,87,99,5.24,IN,1697584549
437,aldinga beach,-35.2793,138.4604,22.33,38,0,2.73,AU,1697584549
438,laminusa,5.5549,120.9136,28.32,77,100,3.02,PH,1697584549
439,pama,11.2497,0.7075,26.55,70,99,3.07,BF,1697584550
440,mahanoro,-19.9,48.8,22.99,93,87,4.31,MG,1697584550
441,sahar,24.3643,56.7468,29.01,70,0,2.06,OM,1697584550
442,port moresby,-9.4431,147.1797,26.49,83,97,0.85,PG,1697584550
443,cururupu,-1.8283,-44.8683,24.7,85,84,1.64,BR,1697584270
444,mil'kovo,55.6078,37.7956,3.75,84,100,6.91,RU,1697584551
445,muslyumovo,55.3033,53.1947,7.01,72,9,7.23,RU,1697584551
446,micheweni,-4.9667,39.8333,25.82,85,94,3.05,TZ,1697584551
447,pandharpur,17.6667,75.3333,25.22,60,40,3.01,IN,1697584552
448,muroto-misakicho,33.2833,134.15,21.06,63,0,2.74,JP,1697584552
449,raduzhny,62.0961,77.475,6.48,97,86,3.69,RU,1697584552
450,ath thawrah,35.8469,38.5443,20.67,63,10,4.71,SY,1697584552
451,kurikka,62.6167,22.4167,-1.76,91,99,2.0,FI,1697584552
452,nabire,-3.3667,135.4833,27.31,78,47,0.8,ID,1697584553
453,barvinkove,48.9097,37.0205,3.48,68,2,3.02,UA,1697584553
454,erenhot,43.6475,111.9767,5.22,32,6,4.96,CN,1697584390
455,askiz,53.1319,90.5264,7.42,81,100,1.03,RU,1697584553
456,korla,41.7597,86.1469,7.61,32,0,2.16,CN,1697584553
457,bel ombre,-4.6167,55.4167,26.91,89,20,3.09,SC,1697584554
458,bikenibeu village,1.3673,173.1241,29.98,79,75,5.66,KI,1697584421
459,abu jibeha,11.4562,31.2285,24.3,79,97,1.18,SD,1697584554
460,vilyuchinsk,52.9306,158.4028,7.18,93,99,1.87,RU,1697584401
461,kyzyl-suu,42.3414,78.0056,8.55,46,9,4.54,KG,1697584554
462,mugia,43.1041,-9.2179,18.98,95,100,11.24,ES,1697584555
463,rasskazovo,52.6714,41.9033,5.37,75,96,6.47,RU,1697584555
464,filadelfia,39.9523,-75.1638,14.83,78,100,0.0,US,1697584528
465,torquay,50.4638,-3.5143,15.48,86,100,4.92,GB,1697584555
466,ghat,24.9647,10.1728,26.96,20,65,1.46,LY,1697584556
467,mollendo,-17.0231,-72.0147,18.77,89,62,1.63,PE,1697584556
468,inarajan village,13.2736,144.7484,30.22,92,100,5.08,GU,1697584556
469,parabel',58.6978,81.4825,8.84,92,46,3.13,RU,1697584556
470,impfondo,1.6381,18.0667,22.12,99,79,0.43,CG,1697584557
471,xilin hot,43.9667,116.0333,2.89,45,21,4.27,CN,1697584557
472,saint-amand-montrond,46.75,2.5,15.57,82,83,3.31,FR,1697584557
473,serta,39.8085,-8.0988,17.19,97,100,4.72,PT,1697584558
474,charlotte,35.2271,-80.8431,16.47,66,26,0.45,US,1697584447
475,wynyard,-41.0,145.7167,12.81,54,7,1.93,AU,1697584558
476,margate,51.3813,1.3862,12.72,72,100,3.58,GB,1697584397
477,steamboat springs,40.485,-106.8317,21.08,21,0,5.14,US,1697584558
478,sinabang,2.4803,96.3801,25.34,86,100,1.7,ID,1697584452
479,meihekou,42.5272,125.6753,10.04,65,100,3.04,CN,1697584559
480,vila franca do campo,37.7167,-25.4333,21.05,99,69,5.64,PT,1697584559
481,awjilah,29.1081,21.2869,21.81,48,0,3.69,LY,1697584559
482,lorengau,-2.0226,147.2712,29.02,68,63,1.88,PG,1697584559
483,huicungo,-7.2833,-76.8,24.55,77,49,0.91,PE,1697584560
484,anjozorobe,-18.4,47.8667,17.72,91,60,0.87,MG,1697584561
485,yatou,37.15,122.3833,19.37,83,95,6.16,CN,1697584562
486,noumea,-22.2763,166.4572,24.44,99,89,3.7,NC,1697584563
487,jackson,42.4165,-122.8345,24.4,52,0,1.54,US,1697584364
488,prado,-17.3411,-39.2208,23.76,82,19,4.15,BR,1697584510
489,pingliang,35.5392,106.6861,8.25,76,100,1.86,CN,1697584564
490,tromso,69.6496,18.957,-2.99,86,0,2.06,NO,1697584564
491,tot'ma,59.9747,42.7642,1.63,96,100,5.36,RU,1697584564
492,tottori,35.5,134.2333,16.04,77,75,4.12,JP,1697584565
493,mawlaik,23.6333,94.4167,21.31,91,5,0.22,MM,1697584565
494,santo antonio do monte,-20.0872,-45.2936,25.55,39,98,2.23,BR,1697584565
495,maxixe,-23.8597,35.3472,19.87,91,60,3.89,MZ,1697584566
496,palikir - national government center,6.9248,158.1611,31.41,70,75,2.57,FM,1697584566
497,tommot,58.9564,126.2925,-1.41,96,100,3.87,RU,1697584566
498,trogir,43.5125,16.2517,15.03,55,75,1.03,HR,1697584567
499,sydney,-33.8679,151.2073,18.67,72,75,4.63,AU,1697583929
500,huambo,-12.7761,15.7392,16.91,85,97,1.14,AO,1697584567
501,ramanuj ganj,23.8,83.7,19.27,89,4,1.43,IN,1697584567
502,fougamou,-1.2154,10.5838,23.39,98,93,0.79,GA,1697584568
503,turkestan,43.3333,68.25,11.76,42,1,1.72,KZ,1697584568
504,bheramara,24.0232,88.9925,23.72,77,0,0.77,BD,1697584568
505,las tablas,7.7667,-80.2833,27.32,81,100,0.7,PA,1697584568
506,pandan,14.0453,124.1694,26.89,87,78,4.68,PH,1697584569
507,elliot lake,46.3834,-82.6331,6.48,81,0,1.81,CA,1697584569
508,new norfolk,-42.7826,147.0587,17.06,40,40,1.44,AU,1697584569
509,formosa do rio preto,-11.0483,-45.1931,26.29,23,1,1.88,BR,1697584570
510,tobelo,1.7284,128.0095,27.6,81,25,2.38,ID,1697584570
511,luohe,33.5717,114.0353,19.58,65,94,2.24,CN,1697584570
512,khalkhal,37.6189,48.5258,8.22,89,97,2.18,IR,1697584570
513,kampene,-3.6,26.6667,20.95,98,98,0.24,CD,1697584570
514,victoria point,-27.5833,153.3,24.16,61,28,4.02,AU,1697584571
515,kangundo,-1.2979,37.3471,19.19,91,98,1.37,KE,1697584571
516,irtyshsk,53.3333,75.4572,9.49,75,8,2.85,KZ,1697584571
517,vorkuta,67.5,64.0,1.91,96,100,4.41,RU,1697584571
518,la cruz,23.9167,-106.9,30.42,74,13,3.05,MX,1697584572
519,tympaki,35.0729,24.7685,18.46,65,8,0.78,GR,1697584572
520,laramie,41.3114,-105.5911,19.42,27,56,4.02,US,1697584313
521,leava,-14.3,-178.1667,26.62,79,84,9.09,WF,1697584572
522,mosjoen,65.836,13.1908,4.12,100,95,1.54,NO,1697584503
523,xai-xai,-25.0519,33.6442,18.72,92,34,2.93,MZ,1697584573
524,jobabo,20.9692,-76.2994,25.01,86,62,2.63,CU,1697584573
525,puerto san jose,13.9256,-90.8244,28.08,70,84,1.14,GT,1697584573
526,fallon,39.4735,-118.7774,25.93,18,20,2.57,US,1697584400
527,leeton,-34.5667,146.4,18.27,40,0,5.32,AU,1697584574
528,valdez,1.2492,-78.9831,26.37,82,98,4.1,EC,1697584574
529,palangkaraya,-2.2,113.8333,25.28,91,90,0.9,ID,1697584574
530,nasirabad,26.3,74.7333,21.37,70,1,1.01,IN,1697584575
531,port macquarie,-31.4333,152.9167,19.94,54,96,4.41,AU,1697584349
532,nacala,-14.5428,40.6728,24.09,89,97,3.48,MZ,1697584577
533,mangrol,21.1167,70.1167,25.85,76,1,4.3,IN,1697584577
534,igarka,67.4667,86.5833,0.39,89,100,7.76,RU,1697584578
535,rengasdengklok,-6.1592,107.2981,25.07,67,70,1.71,ID,1697584578
536,nizhnyaya tavda,57.6731,66.1725,9.64,70,0,5.33,RU,1697584579
537,barah,13.7,30.3667,27.87,16,64,6.06,SD,1697584579
538,dubai,25.2582,55.3047,30.96,58,0,2.06,AE,1697584559
539,beatrice,40.2681,-96.747,22.88,37,0,4.63,US,1697584447
540,agat village,13.3886,144.6585,30.2,88,20,6.17,GU,1697584579
541,mana,5.6592,-53.7767,27.3,81,29,3.92,GF,1697584580
542,marsh harbour,26.5412,-77.0636,23.73,67,30,4.67,BS,1697584580
543,mastung,29.7994,66.845,12.75,66,30,1.69,PK,1697584533
544,los frentones,-26.4077,-61.4137,20.32,81,100,4.85,AR,1697584580
545,rabo de peixe,37.8,-25.5833,20.55,99,75,6.69,PT,1697584581
546,victoria,22.2855,114.1577,26.03,77,100,5.81,HK,1697584581
547,kibondo,-3.5864,30.7203,18.11,73,67,1.48,TZ,1697584581
548,isangel,-19.55,169.2667,29.06,65,75,6.17,VU,1697584581
549,esmeraldas,-19.7625,-44.3139,28.74,36,69,2.81,BR,1697584581
550,port augusta,-32.5,137.7667,21.35,22,0,1.95,AU,1697584582
551,porto novo,6.4965,2.6036,24.36,88,95,1.15,BJ,1697584582
552,ryotsu-minato,38.0833,138.4333,16.85,58,0,1.51,JP,1697584582
553,charlottetown,46.2352,-63.1267,6.98,79,100,1.79,CA,1697584166
554,dali,25.7,100.1833,10.89,85,0,1.42,CN,1697584582
555,nova sintra,14.8667,-24.7167,25.43,72,0,4.2,CV,1697584575
556,zahedan,29.4963,60.8629,17.95,29,20,2.06,IR,1697584583
557,ugoofaaru,5.6667,73.0,27.98,77,71,5.03,MV,1697584583
